osm_id,osm_type,latitude,longitude,name,brand,operator,addr_street,addr_district,opening_hours
5686970066,node,41.117478,28.629389,TotalEnergies,TotalEnergies,,,,
5707236740,node,41.022235,28.701118,,,,,,
5707360358,node,41.025002,28.65926,BP,BP,,,,24/7
5707508888,node,41.004798,28.892318,BP,BP,,,,
5707508889,node,41.004945,28.892003,,,,,,
5708413680,node,41.083438,28.948799,Türkiye Petrolleri,Türkiye Petrolleri,,,,
5708543081,node,41.197254,28.445567,,,,,,
5909868367,node,41.029819,28.863558,,,,,,
5940640333,node,40.96645,29.103328,,,,,,
5940682543,node,40.967075,29.104211,BP,BP,,,,
5948284506,node,40.881172,29.345129,Shell,Shell,,,,
5954059533,node,41.022545,29.075328,Petrol Ofisi,Petrol Ofisi,,,,
5956671712,node,41.12458,29.48087,,,,,,
5959790503,node,41.1124,29.040753,Aytemiz,Aytemiz,Aytemiz,,,
5968860779,node,40.839087,29.29546,,,,,,
5992890598,node,41.03363,28.807468,,,,,,
5995243483,node,41.158221,28.6135,,,,,,
6000017192,node,40.92791,29.132976,Petrol Ofisi,Petrol Ofisi,,,,
6000889519,node,41.117705,29.064401,Shell,Shell,,,,
6011826010,node,41.39052,28.451429,,,,,,
6012596061,node,41.032291,29.173657,Shell,Shell,,,,
6029343474,node,41.181377,28.744812,İloil,,,,,
6029343475,node,41.181995,28.742925,Petrol Ofisi,Petrol Ofisi,,,,
6039017188,node,41.059871,28.699278,,,,,,
6068995091,node,41.097226,28.904633,,,,,,
6146383487,node,41.078851,29.002959,BP,BP,Benzin İstasyonu,Talatpaşa Caddesi,Kağıthane,"PH,Mo-Su 06:00"
6318139757,node,40.910557,29.216137,Total,TotalEnergies,,,,24/7
6332664122,node,41.026514,28.465646,Alpet Ayar Petrol,Alpet,,,,
6380773887,node,41.024836,29.22568,BP,BP,,,,
6390459922,node,40.899927,29.219956,Shell,Shell,,,,
6437087001,node,41.057814,28.712762,Total,TotalEnergies,,,,
6490736043,node,41.080143,28.208846,,,,,,
6490736044,node,41.080935,28.205512,,,,,,
6507504085,node,40.956711,29.21388,133 imes petrol,,,,,
6512531400,node,40.989446,29.042175,BP,BP,,,,
6518087485,node,40.886222,29.236328,Türkiye Petrolleri,Türkiye Petrolleri,,Nazım Hikmet Caddesi,Pendik,
6528483391,node,41.15117,28.787784,Opet,Opet,Opet Petrolcülük A.Ş.,Eski Edirne Caddesi,Arnavutköy,24/7
6577151296,node,40.911048,29.181811,Opet,Opet,Opet Petrolcülük A.Ş.,Mustafa Kemal Caddesi,Kartal,
6594719428,node,41.103988,28.861968,Petrol Ofisi,Petrol Ofisi,,,,
6594719434,node,41.094856,28.863264,Petrol Ofisi,Petrol Ofisi,,,,
6594719435,node,41.091725,28.864514,Petrol Ofisi,Petrol Ofisi,,,,
6597112256,node,41.095533,28.790818,,,,,,
6642219171,node,41.049813,28.390964,Energy Petrol Selimpaşa,Energy,Energy Petrol Selimpaşa,,,
6696452665,node,41.014314,28.832104,,,,,,
6720423076,node,41.236291,28.905168,Aytemiz,Aytemiz,Aytemiz,,,
6805146202,node,41.014589,29.075604,Total,TotalEnergies,,,,
6805337406,node,40.989431,29.195367,,,,,,
6822711738,node,41.107311,28.221777,,,,,,
6822711739,node,41.103735,28.219406,,,,,,
6842721097,node,41.071623,28.979897,,,,,,
6854402223,node,41.031916,28.905859,Petrol Ofisi,Petrol Ofisi,,,,
6854402224,node,41.031976,28.90554,Starpet,,,,,
6854402244,node,41.028323,28.916812,Petrol Ofisi,Petrol Ofisi,,,,
6862518820,node,41.007895,29.192887,Opet,Opet,,,,24/7
6863696019,node,40.927493,29.346924,Petrol Ofisi,Petrol Ofisi,,,,
6973615085,node,40.928842,29.439591,,,,,,
7026502640,node,41.15563,28.16994,Petrol Ofisi,Petrol Ofisi,,,,
7026502641,node,41.154091,28.168249,Opet,Opet,,,,
7046396309,node,41.014458,29.190402,Opet,Opet,Yamaç Petrol,,,
7046396315,node,40.993615,29.188991,Opet Ümraniye,Opet,Opet Petrolcülük A.Ş.,1. Caddesi 10. Sokak,Ümraniye,
7125660786,node,41.026754,29.242759,Opet,Opet,,,,
7145762135,node,41.018544,29.084577,Petrol Ofisi,Petrol Ofisi,,,,
7167510127,node,41.060347,28.698705,Petrol Ofisi,Petrol Ofisi,,,,
7498451381,node,40.993182,28.630312,Energy,Energy,Energy,,,
7501444291,node,41.004802,28.637624,Opet Beylikdüzü,Opet,Opet Petrolcülük A.Ş.,Atatürk Bulvarı,Beylikdüzü,
7506071047,node,40.989432,28.657362,TotalEnergies,TotalEnergies,,,,
7518367166,node,41.030641,28.682598,Teco,,,,,
7523601250,node,41.012096,28.68187,,,,,,
7523622408,node,40.977572,29.097161,Shell,Shell,,İnönü Caddesi,Kadıköy,24/7
7562999678,node,41.027567,29.026192,,,,,,
7621910819,node,40.939393,29.317263,Petrol Ofisi,Petrol Ofisi,,,,
7631483620,node,41.048923,29.054556,Opet,Opet,Opet Petrolcülük A.Ş.,Çengelköy Caddesi,Üsküdar,
7656054264,node,41.001533,29.078071,Shell,Shell,,Adnan Menderes Caddesi,ataşehir,
7668596055,node,40.9816,29.221505,,,,,,
7740567851,node,40.917691,29.144038,Best,Best,,,,
7865342719,node,41.086373,29.136412,,,,,,
7874190976,node,41.316977,28.174944,Teco,Teco,Teco,,,
8403439423,node,41.223639,28.455175,Moil Milan Petrol,Moil,Milan Petrol,,,
8403505436,node,41.104508,28.424847,Petrol Ofisi,Petrol Ofisi,,,,
8520542077,node,40.880669,29.255162,Shell,Shell,,,,
8585585831,node,40.873168,29.265257,Türkiye Petrolleri,Türkiye Petrolleri,,,,
8585585832,node,40.873691,29.26607,Türkiye Petrolleri,Türkiye Petrolleri,,Tevfik İleri Caddesi,Pendik,
8653866315,node,41.107233,28.112179,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,,,
8739742042,node,41.02431,28.623589,TotalEnergies,TotalEnergies,,,,
8739798441,node,41.01835,28.632575,Shell Gürpınar Kavşak,Shell,,,,
8745873184,node,41.002336,28.8861,Class,Class,,,,
8785545916,node,41.037802,28.437257,BP Büyükçekmece Kamiloba,BP,,,,
8785545975,node,41.040247,28.428474,Petrol Ofisi Büyükçekmece Kamiloba,Petrol Ofisi,,,,
8851221156,node,41.064332,28.320763,BP Silivri Araptepe,BP,,,,
8851221157,node,41.064979,28.320917,Petrol Ofisi Silivri Selimpaşa,Petrol Ofisi,,,,
8851221158,node,41.063846,28.322914,Opet Silivri Selimpaşa,Opet,,,,
8852452641,node,40.931674,29.338955,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,Eski Ankara Caddesi Tepeören Yolu,Tuzla,
8857110730,node,41.000974,28.822645,Aytemiz Bahçelievler Çobançeşme,Aytemiz,,,,
8903542274,node,41.179146,28.703004,,,,,,
8974667683,node,41.150585,28.233321,,,,,,
8990639673,node,41.07049,28.902302,Aytemiz Gaziosmanpaşa Hürriyet,Aytemiz,Küçükköy Petrol,Cengiz Topel Caddesi,Gaziosmanpaşa,
9107841647,node,41.027406,28.812577,Opet Bağcılar 15 Temmuz,Opet,,,,
9128770763,node,41.017812,28.483072,Petrol Ofisi,Petrol Ofisi,,,,
9164767329,node,40.871259,29.331477,Shell,Shell,,Dersaadet Cad.,Tuzla,
9164830220,node,40.995019,28.705204,Aygaz,Aygaz,Aygaz,,avcılar,
9164863236,node,41.076905,28.246411,BP Silivri Piri Mehmet Paşa,BP,,,,
9164950406,node,41.079955,28.206948,Petrol Ofisi Silivri Mimarsinan,Petrol Ofisi,,,,
9169578683,node,41.042537,28.846634,,,,,,
9177606423,node,41.014339,28.646993,BP Büyükçekmece Yakuplu,BP,,,,
9272881832,node,40.918398,29.351467,Total Tuzla,TotalEnergies,Opet Petrolcülük A.Ş.,Çelebi Caddesi,Tuzla,24/7
9282741027,node,40.844676,29.305896,Shell,Shell,,,,
9282741028,node,40.876003,29.263005,Shell,Shell,,,,
9282741029,node,40.88004,29.259443,,,,,,
9283105742,node,41.009505,28.523367,Aytemiz Büyükçekmece Güzelce,Aytemiz,,,,
9283105743,node,41.010396,28.531604,Total Gas Station,TotalEnergies,,,,
9283105744,node,41.012643,28.53724,Aygaz,Aygaz,,,,
9283105745,node,41.012533,28.541353,Opet Büyükçekmece Ekinoba,Opet,Opet Petrolcülük A.Ş.,E-5 Londra Asfaltı Caddesi,Büyükçekmece,
9283105746,node,41.014548,28.54616,Shell Sinanoba,Shell,,,,
9283105747,node,41.013994,28.547398,Lukoil Akaryakıt İstasyonu,Lukoil,,,,
9283105748,node,41.017061,28.557399,Total Mimarsinan,TotalEnergies,,,,
9283105749,node,41.017298,28.562231,Shell Mimarsinan,Shell,,,,
9283105750,node,41.01857,28.563955,Petrol Ofisi,Petrol Ofisi,Batular Petrol,,,
9283105751,node,41.019662,28.563678,Petrol Ofisi,Petrol Ofisi,,,,
9283105752,node,41.02096,28.56315,Opet Büyükçekmece Mimar Sinan,Opet,,,,
9283105753,node,41.025857,28.556517,Shell Büyükçekmece Ulus,Shell,,,,
9283133184,node,40.819475,29.306244,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,İstasyon Caddesi,Tuzla,
9283139107,node,40.935843,29.36114,BP,BP,,İstanbul Park Bulvarı,Tuzla,
9283139109,node,40.940562,29.369872,Shell,Shell,,İstanbul Park Bulvarı,Tuzla,
9283139110,node,40.942644,29.373383,Petrol Ofisi,Petrol Ofisi,,İstanbul Park Bulvarı,,
9283139111,node,40.928386,29.436014,Opet,Opet,,,,
9283139116,node,40.944586,29.388024,Lukoil,Lukoil,,,,
9283139717,node,40.935012,29.328807,TotalEnergies TSK Mehmetcik Vakfı,TotalEnergies,Güzel Enerji,Dedepaşa Caddesi,Pendik,24/7
9283174693,node,41.060393,28.084322,Shell Gümüşyaka,Shell,,,,
9283174694,node,41.071105,28.112805,Petrol Ofisi Silivri Sancaktepe,Petrol Ofisi,,,,
9283174695,node,41.075321,28.132883,BP Silivri Semizkumlar,BP,,,,
9283174696,node,41.075656,28.14471,,,,,,
9283174697,node,41.081912,28.218414,Shell Silivri Kuzey,Shell,,,,
9283174698,node,41.081443,28.220857,Shell Silivri Güney,Shell,,,,
9283174699,node,41.074597,28.261767,Aytemiz Silivri Yeni,Aytemiz,,,,
9283174700,node,41.072321,28.274019,Çekoil Onur Petrol,,,,,
9283174701,node,41.071801,28.276937,Türkiye Petrolleri,Türkiye Petrolleri,,,,
9283174702,node,41.070949,28.276792,Petrol Ofisi Silivri Murat Çeşme,Petrol Ofisi,,,,
9283174703,node,41.070507,28.278845,Shell Silivri Alibey,Shell,,,,
9283174704,node,41.069682,28.292628,Opet Silivri Alibey,Opet,,,,
9283180208,node,41.127832,29.096185,BP,BP,,Kelle İbrahim Caddesi,Beykoz,
9283180209,node,41.130588,29.093579,Shell,Shell,,,Beykoz,
9283195049,node,41.022198,29.042937,Total,TotalEnergies,,Mahir İz Caddesi,Üsküdar,
9283195050,node,41.02302,29.043048,Total,TotalEnergies,total,Kısıklı Caddesi,Üsküdar,
9283195051,node,41.023706,29.041962,Opet Üsküdar,Opet,Opet Petrolcülük A.Ş.,Kısıklı Caddesi,Üsküdar,
9283195052,node,41.024153,29.054872,Opet,Opet,,,,
9283195053,node,41.023903,29.08159,Total,TotalEnergies,,,,
9283216811,node,41.002993,29.036224,Total,TotalEnergies,,,,
9283216812,node,41.003184,29.034139,Shell,Shell,,,,
9283216813,node,41.006827,29.02515,Shell,Shell,,,,
9283226128,node,41.169259,28.905002,Total,TotalEnergies,,,,
9283238437,node,41.155845,29.604371,,,,,,
9283238443,node,41.087678,29.347639,TotalEnergies,TotalEnergies,,,,
9283238444,node,41.088066,29.345144,,,,,,
9293353315,node,41.190823,29.447234,,,,,,
9293393454,node,41.167944,29.561363,BPet,Bpet,,,,
9293419410,node,41.191426,29.036887,BP,BP,,,,
9295133709,node,41.04361,28.035837,Total Gümüşyaka,Total,,,,
9299860547,node,41.051655,28.387,Energy Süperpet,,,,,
9299860549,node,41.083433,28.368307,Petrol Ofisi,Petrol Ofisi,,,,
9299860550,node,41.083447,28.370814,Petrol Ofisi,Petrol Ofisi,,,,
9299860551,node,41.020114,28.559393,Petrol Ofisi,Petrol Ofisi,,,,
9299860552,node,41.021735,28.584055,Opet Büyükçekmece Fatih,Opet,Opet Petrolcülük A.Ş.,Rıza Küçükoğlupaşa Caddesi,Büyükçekmece,
9299860553,node,41.023178,28.618826,Kadoil,Kadoil,Lipetgaz,,,
9299860557,node,41.016821,28.639238,BP,BP,,,,
9299860560,node,41.000102,28.695044,Türk Petrol,,,68. Sokak,Esenyurt,
9299860561,node,40.988255,28.718725,Shell Avcılar,Shell,,,,
9299860562,node,40.990692,28.718423,Petrol Ofisi,Petrol Ofisi,,Televizyon Sokağı,Avcılar,
9299860563,node,40.986835,28.76993,Shell Küçükçekmece,Shell,,,,
9299860564,node,40.985937,28.783919,Petrol Ofisi Küçükçekmece Cennet,Petrol Ofisi,,,,
9299860565,node,40.988551,28.790902,BP Küçükçekmece Gültepe,BP,,,,
9299860568,node,40.986395,28.819668,Shell Atatürk Havalimanı,Shell,,,,24/7
9299860569,node,41.016473,28.811621,Opet Ceynak Lojistik,Opet,Ceynak Lojistik,,,
9299860570,node,41.026049,28.814123,BP Bağcılar Kirazlı Bağlar,BP,,,,
9299860571,node,41.043254,28.803071,Shell Halkalı,Shell,,Gökmen Sokağı,Küçükçekmece,
9299860572,node,41.036626,28.797133,BP,BP,,Mahmutbey Caddesi,Küçükçekmece,
9299860573,node,41.033674,28.768145,Shell,Shell,,,,
9299860574,node,41.042664,28.756356,,,,,,
9300226842,node,40.91946,29.286656,Petrol Ofisi,Petrol Ofisi,,,,
9300226844,node,40.894242,29.25933,Energy,,Energy,Hukukçular Caddesi,Pendik,24/7
9300286790,node,41.071666,28.693878,Shell,Shell,,,,
9300286799,node,41.067292,28.64943,BP Esenyurt Akçaburgaz,BP,,,,
9300325252,node,40.981036,29.13112,Shell,Shell,,,,
9300325253,node,40.979363,29.127198,BP Kayışdağı,BP,,,,
9300325266,node,40.97905,29.104657,Türkiye Petrolleri,Türkiye Petrolleri,,Kayışdağı Caddesi,Ataşehir,
9300325267,node,40.985313,29.107179,Shell,Shell,,,,
9300325268,node,40.985987,29.108754,Petrol Ofisi,Petrol Ofisi,,,,
9308327027,node,41.084573,28.037375,Energy Çantaköy Petrol,Energy,Energy - Can Holding Petrol,İstanbul Çorlu Yolu,Silivri,
9308416862,node,41.226284,28.06388,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,,,
9308416863,node,41.203876,28.07681,Opet Erdağı Petrol,Opet,,,,
9308416864,node,41.230643,28.114294,,,,,,
9308433308,node,40.889534,29.206771,Petrol Ofisi,Petrol Ofisi,,,,
9308461062,node,40.897072,29.225721,Aytemiz,Aytemiz,,,,
9308541967,node,40.947848,29.106495,Petrol Ofisi,Petrol Ofisi,,,,
9308547296,node,40.980661,29.041837,Petrol Ofisi,Petrol Ofisi,,,,24/7
9308547309,node,40.983935,29.04009,Opet Kızıltoprak,Opet,Opet Petrolcülük A.Ş.,Bağdat Caddesi,Kadıköy,
9311013308,node,41.108843,28.859647,Opet Sultangazi,Opet,Opet Petrolcülük A.Ş.,Eski Edirne Asfaltı,Sultangazi,
9311013309,node,41.093562,28.863452,Shell,Shell,,,,24/7
9311065220,node,41.098707,28.900378,Shell,Shell,Shell,,,
9311065240,node,41.080674,28.907279,Kadoil,Kadoil,,,,
9311068418,node,41.104532,28.804278,Petrol Ofisi,Petrol Ofisi,,,,
9311073254,node,41.234521,28.888019,Shell,Shell,,,,
9311075163,node,41.177516,28.747972,,,,,,
9311088544,node,41.156816,28.672333,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,,,
9311961842,node,41.014123,29.163782,Opet Ümraniye,Opet,Opet Petrolcülük A.Ş.,Necip Fazıl Bulvarı,Ümraniye,
9311961843,node,41.015759,29.153125,,,,,,
9311961844,node,41.016093,29.15037,,,,,,
9311961845,node,41.01646,29.146032,Opet Ortaş,Opet,,,,
9311961846,node,41.005521,29.146307,Erk Petrol,Petrol Ofisi,,,,
9311961847,node,41.013264,29.107287,Petrol Ofisi,Petrol Ofisi,,,,
9312145700,node,40.896767,29.203426,Petrol Ofisi,Petrol Ofisi,,Spor Caddesi,Kartal,
9312156123,node,41.166193,29.056493,,,,,,
9312162023,node,40.958523,29.214818,,,,,,
9312167478,node,41.003321,28.866391,BP,BP,,,,
9312167479,node,41.006966,28.871318,Shell,Shell,,,,
9312167481,node,41.002278,28.882997,Petrol Ofisi Bahçelievler Mehmet Akif,Petrol Ofisi,Kavuklar Petrol,,,
9312170590,node,41.079547,28.62606,Petrol Ofisi,Petrol Ofisi,Alıcı Petrol,Hadımköy Yolu Caddesi,Esenyurt,
9312170591,node,41.079205,28.624838,Shell,Shell,,Hadımköy Yolu Caddesi,Esenyurt,24/7
9312187482,node,40.972565,28.789949,Shell Florya,Shell,,,,
9312187483,node,40.99294,28.793514,Opet Küçükçekmece Gültepe,Opet,,,,
9312199669,node,41.015185,28.907809,Petrol Ofisi Zeytinburnu Maltepe,Petrol Ofisi,,,,
9312199670,node,41.01628,28.911647,Opet Zeytinburnu Merkezefendi,Opet,,,,
9312199671,node,41.016783,28.912838,Shell,Shell,Cem Otomotiv,Londra Asfaltı Caddesi,Zeytinburnu,24/7
9312859986,node,41.061267,28.776717,Total Atakent,TotalEnergies,Güzel Enerji Akaryakıt Anonim Şirketi,,,
9312867385,node,41.099657,28.766623,Opet,Opet,,,,
9312871375,node,40.974334,28.874099,Shell Ataköy Sahil,Shell,,,,
9312874511,node,41.053873,28.866472,Shell,Shell,,,,
9312874512,node,41.054679,28.863949,Aytemiz,Aytemiz,,,,
9312905236,node,41.084192,28.978303,Shell,Shell,,,,24/7
9312905237,node,41.0889,28.984986,Opet Kağıthane,Opet,Opet Petrolcülük A.Ş.,Güzeldere Caddesi,Kağıthane,
9312905238,node,41.093794,28.992729,Shell,Shell,,,,
9312906913,node,41.038328,28.956753,Opet Beyoğlu,Opet,Opet Petrolcülük A.Ş.,Hasköy Sütlüce Yolu Donanma Caddesi,Beyoğlu,
9312906914,node,41.058518,28.965701,Aytemiz,Aytemiz,,Darülaceze Caddesi,,
9312925430,node,41.044958,29.177171,Total,TotalEnergies,,,,
9398672062,node,41.069683,28.825105,Opet,Opet,,2442. Sokak,Bağcılar,
9548958715,node,40.995406,28.704697,BP Avcılar,BP,,,,
9548958716,node,41.000544,28.691484,Opet,Opet,,,,
9548982817,node,41.009377,28.70145,Shell,Shell,,,,
9548982818,node,41.01155,28.698086,Total,TotalEnergies,,,,
9549151422,node,41.037465,28.925715,Petrol Ofisi,Petrol Ofisi,Minapet Petrol,Eyüp Sultan Bulvarı,Eyüpsultan,
9549153211,node,41.039593,28.911317,Shell,Shell,,,Bayrampaşa,24/7
9549572617,node,41.071343,28.867914,Petrol Ofisi,Petrol Ofisi,,Giyimkent Caddesi,Esenler,
9549600017,node,41.087074,28.868919,Petrol Ofisi,Petrol Ofisi,Mesah Petrol,Eski Edirne Asfaltı,Sultangazi,
9550991677,node,41.036781,28.887284,Opet,Opet,Emre Petrol,İstanbul Caddesi,Esenler,
9551014699,node,41.045676,28.93138,Opet,Opet,Öztaş Petrol,Eyüp Sultan Bulvarı,Eyüpsultan,
9551045187,node,41.056246,28.87565,BP,BP,,Kışla Caddesi,Esenler,
9551068442,node,41.140278,28.772892,Shell,Shell,,,,
9657144610,node,41.191165,28.399715,,,,,,
9809647732,node,41.034807,28.766823,Opet,Opet,,,,
9809647745,node,41.014516,28.768116,Petrol Ofisi,Petrol Ofisi,,,,
10282037429,node,41.247854,28.752121,SOCAR,SOCAR,,,,
10310472766,node,41.011561,28.679358,Petrol Ofisi,Petrol Ofisi,Başak Petrol,,Esenyurt,24/7
10564354703,node,41.203385,28.759783,,,,,,
10772615935,node,40.869084,29.334768,Petrol Ofisi,Petrol Ofisi,,,,
10817053541,node,41.131723,28.230099,BP,BP,,,,
10907090065,node,41.255886,28.03635,Shell,Shell,,,,
10923543911,node,41.005916,28.659698,,,,,,
11044421379,node,41.069131,28.810814,Shell,Shell,,,,
11048382462,node,41.231849,28.599661,Sunpet,,,,,
11091390421,node,41.133195,28.23135,BP,BP,,,,
11127294727,node,41.016634,28.955042,Shell,Shell,,Kovacılar Sokağı,Fatih,24/7
11176613539,node,41.129124,29.853335,,,,,,
11232727522,node,41.019156,28.917832,Opet,Opet,Fildişi Petrol,,Zeytinburnu,
11251039127,node,41.01954,28.62949,Petrol Ofisi,Petrol Ofisi,,,,
11329071121,node,41.050842,28.055574,,,,,,
11331739897,node,40.970554,29.100939,Opet Kadıköy,Opet,Opet Petrolcülük A.Ş.,Bayar Caddesi,Kadıköy,
11405572353,node,41.014193,28.842049,BP,BP,,,,
11409079450,node,41.003702,28.949943,Opet,Opet,İstanbul Enerji,Namık Kemal Caddesi,Fatih,24/7
11491643319,node,40.982762,29.665749,,,,,,
11549900108,node,41.084797,29.332225,,,,,,
11578262694,node,40.880782,29.249965,Petrol Ofisi,Petrol Ofisi,Modoğlu,,,
11578383440,node,40.988459,29.145552,Petrol Ofisi,Petrol Ofisi,,,,
11578580141,node,40.984163,29.056914,Opet,Opet,Opet Petrolcülük A.Ş.,Fahrettin Kerim Gökay Caddesi,Kadıköy,
11586204358,node,40.991282,28.919565,BP,BP,Kazdallar Petrol,Genç Osman Sokağı,Zeytinburnu,24/7
11586204359,node,41.002243,28.919862,Shell,Shell,,10. Yıl Caddesi,Zeytinburnu,24/7
11586204363,node,41.028186,28.899395,Shell,Shell,,,Bayrampaşa,24/7
11586204364,node,41.028091,28.900715,Shell,Shell,Shell,,Bayrampaşa,24/7
11586204367,node,41.034069,28.896999,Shell,Shell,,,Bayrampaşa,24/7
11586206717,node,40.929049,29.146255,Opet Maltepe,Opet,,,,
11586206756,node,41.033071,29.110776,Shell Express,Shell Express,,,,
11586230277,node,41.020548,29.129611,Shell,Shell,,Alemdağ Caddesi,Ümraniye,24/7
11586239235,node,41.054415,29.033787,Opet,Opet,Alev Petrol,Muallim Naci Caddesi,Beşiktaş,24/7
11586239236,node,41.073887,29.015958,BP,BP,Dost Petrol,Büyükdere Caddesi,Beşiktaş,24/7
11586239237,node,41.069874,29.015245,Shell,Shell,,Barbaros Bulvarı,Beşiktaş,24/7
11586243850,node,41.030962,28.814632,BP,BP,Akceylan Petrol,Gülbahar Caddesi,Bağcılar,24/7
11586251541,node,41.024492,28.828344,BP,BP,,Atatürk Caddesi,Bağcılar,
11586254469,node,41.036501,28.89374,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,,Bayrampaşa,
11586254470,node,41.042623,28.895966,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,,Bayrampaşa,24/7
11586254471,node,41.040554,28.911737,Petrol Ofisi,Petrol Ofisi,Kongu Petrol,İsmet Paşa Caddesi,Bayrampaşa,24/7
11586794393,node,41.029648,28.866813,Petrol Ofisi,Petrol Ofisi,,5.sokak,Bağcılar,
11586797677,node,41.039174,28.917302,BP,BP,Enes Akaryakıt,Ferhatpaşa Caddesi,Eyüpsultan,24/7
11586797679,node,41.038625,28.921743,Petrol Ofisi,Petrol Ofisi,Tuğal Kollektif Şirketi Mustafa Onur ve Ortakları,Rami Kışla Caddesi,Eyüpsultan,24/7
11586797681,node,41.041667,28.919963,Türkiye Petrolleri,Türkiye Petrolleri,Merense Petrol,Rami Kışla Caddesi,Eyüpsultan,24/7
11586797684,node,41.04616,28.915449,BP,BP,,Rami Kışla Caddesi,Bayrampaşa,24/7
11586797691,node,41.058127,28.906281,Aytemiz,Aytemiz,Adar Akaryakıt,Eski Edirne Asfaltı,Gaziosmanpaşa,24/7
11586797692,node,41.061839,28.902314,Petrol Ofisi,Petrol Ofisi,Selahattin Tuğçay Akaryakıt,Eski Edirne Asfaltı,Gaziosmanpaa,24/7
11586843989,node,41.050103,28.899812,BP,BP,,50. Yıl Caddesi,Bayrampaşa,24/7
11586843991,node,41.055726,28.896849,BP,BP,,50. Yıl Caddesi,Bayrampaşa,24/7
11586843992,node,41.061041,28.892151,Total,TotalEnergies,Güzel Enerji Akaryakıt,Ali Fuat Başgil Caddesi,Bayrampaşa,24/7
11586843994,node,41.072968,28.886708,BP,BP,Birikim Petrol,Eski Edirne Asfaltı,Bayrampaşa,24/7
11586843995,node,41.076149,28.880754,Total,TotalEnergies,,Eski Edirne Asfaltı,Gaziosmanpaşa,24/7
11586879391,node,41.078575,28.972023,Petrol Ofisi,Petrol Ofisi,,Develi Caddesi,Kağıthane,24/7
11586900365,node,41.089917,28.883108,Aytemiz,Aytemiz,Aytemiz Petrolcülük,Ertuğrul Gazi Caddesi,Sultangazi,24/7
11586900367,node,41.091292,28.884312,Shell,Shell,,,Sultangazi,24/7
11586904369,node,41.086995,28.889313,Total,TotalEnergies,Eşiyoklar Petrol,Cebeci Caddesi,Gaziosmanpaşa,24/7
11586904371,node,41.082074,28.893085,Kadoil,Kadoil,Gazipet Akaryakıt,Cebeci Caddesi,Gaziosmanpaşa,
11586904373,node,41.080826,28.893359,Opet,Opet,Hilal Petrol,Cebeci Caddesi,Gaziosmanpaşa,24/7
11586904374,node,41.078595,28.895567,Petrol Ofisi,Petrol Ofisi,Tapet Petrol,Cebeci Caddesi,Gaziosmanpaşa,24/7
11586904376,node,41.078051,28.899036,Aytemiz,Aytemiz,ADR Akaryakıt,Cebeci Caddesi,Gaziosmanpaşa,
11586904378,node,41.074318,28.905078,Shell,Shell,,Hekimsuyu Caddesi,Gaziosmanpaşa,24/7
11586904405,node,41.070032,28.906599,Shell,Shell,,İstanbul Caddesi,Gaziosmanpaşa,24/7
11586915454,node,41.082509,28.916744,Shell,Shell,,,Gaziosmanpaşa,24/7
11586915455,node,41.079495,28.930441,Opet,Opet,Convey Petrol,Mustafa Kemal Bulvarı,Eyüpsultan,24/7
11586915843,node,41.065657,28.987481,Opet,Opet,Kampet Petrol Ürünleri,Abide-i Hürriyet Caddesi,Şişli,24/7
11586915844,node,41.059531,28.97615,Aytemiz,Aytemiz,Şişli Petrol,,,24/7
11586915845,node,41.056511,28.965112,Opet,Opet,Çetay Akaryakıt,Arel Aralığı Sokağı,Şişli,24/7
11586916173,node,41.083701,28.909015,Petrol Ofisi,Petrol Ofisi,Dolu Akaryakıt,Hekimsuyu Caddesi,Gaziosmanpaşa,24/7
11586920372,node,41.056679,28.939135,Opet,Opet,Rumeli Akaryakıt,Silahtarağa Caddesi,Eyüpsultan,24/7
11586920373,node,41.057621,28.941938,BP,BP,,Silahtarağa Caddesi,Eyüpsultan,24/7
11586920374,node,41.066235,28.942963,Shell,Shell,,,Eyüpsultan,24/7
11586920375,node,41.06933,28.933148,Total,TotalEnergies,Güzel Enerji Akartyakıt,Gaziosmanpaşa Caddesi,Eyüpsultan,24/7
11586944901,node,41.051054,28.907639,Opet,Opet,İshakoğlu Petrol,Fabrikalar Caddesi,Bayrampaşa,24/7
11586946749,node,41.070056,28.892546,Opet,Opet,Öztürkler Madeni Yağ,Eski Edirne Asfaltı,Bayrampaşa,24/7
11586946751,node,41.081552,28.896125,Opet,Opet,Abat Enerji,542/1. Sokak,Gaziosmanpaşa,24/7
11594777248,node,41.086945,28.950463,Opet,Opet,,,,
11594805019,node,41.107445,29.015213,Total,TotalEnergies,,Büyükdere Caddesi,Sarıyer,24/7
11594805021,node,41.108425,29.023309,BP,BP,,Büyükdere Caddesi,Sarıyer,24/7
11594805023,node,41.115732,29.023216,Shell,Shell,,,Sarıyer,24/7
11594829620,node,41.06958,28.916474,Opet,Opet,Paye Petrol,Gaziosmanpaşa Caddesi,Eyüpsultan,24/7
11594829628,node,40.996315,28.796646,Shell Sefaköy,Shell,,,,
